state,District Code,District Name,School Code,School Name,individual_isp,proxy_isp,participating_in_cep,claiming_isp,total_enrolled,total_eligible
sd,1400400,WATERTOWN SCHOOL DISTRICT 14-4,0007,MELLETTE ELEM (K04),18.75%,,N,,,
sd,1400400,WATERTOWN SCHOOL DISTRICT 14-4,0008,ROOSEVELT ELEM (PK04),33.44%,,N,,299,100
sd,1400400,WATERTOWN SCHOOL DISTRICT 14-4,0001,WATERTOWN HI SCH,11.12%,,N,,,
sd,1400400,WATERTOWN SCHOOL DISTRICT 14-4,0013,WATERTOWN INTERMEDIATE SCHOOL,19.27%,,N,,,
sd,1400400,WATERTOWN SCHOOL DISTRICT 14-4,0002,WATERTOWN MIDDLE SCHOOL,15.30%,,N,,,
sd,1800300,WAUBAY SCHOOL DISTRICT 18-3,0002,WAUBAY ELEM,34.00%,,N,,100,34
sd,1800300,WAUBAY SCHOOL DISTRICT 18-3,0001,WAUBAY HI SCH,40.91%,,N,,44,18
sd,1800300,WAUBAY SCHOOL DISTRICT 18-3,0003,WAUBAY MS,36.36%,,N,,33,12
sd,4700100,WHITE RIVER SCHOOL DISTRICT 47-1,0008,NORRIS ELEM,83.33%,,Y,63.19%,42,35
sd,4700100,WHITE RIVER SCHOOL DISTRICT 47-1,0002,WHITE RIVER ELEM,51.46%,,Y,63.19%,125,64
sd,4700100,WHITE RIVER SCHOOL DISTRICT 47-1,0001,WHITE RIVER HI SCH,41.51%,,Y,63.19%,95,39
sd,4700100,WHITE RIVER SCHOOL DISTRICT 47-1,0004,WHITE RIVER MIDDLE SCH,61.40%,,Y,63.19%,119,73
sd,5400700,WILMOT SCHOOL DISTRICT 54-7,0002,WILMOT ELEM (PK06),53.17%,,N,,126,67
sd,5400700,WILMOT SCHOOL DISTRICT 54-7,0001,WILMOT HI SCH,29.69%,,N,,,
sd,5400700,WILMOT SCHOOL DISTRICT 54-7,0003,WILMOT JR. HIGH (0708),38.89%,,N,,36,14
sd,5900200,WINNER SCHOOL DISTRICT 59-2,0004,WINNER ELEMENTARY,47.19%,,N,,356,168
sd,5900200,WINNER SCHOOL DISTRICT 59-2,0001,WINNER HI SCH,24.24%,,N,,,
sd,5900200,WINNER SCHOOL DISTRICT 59-2,0002,WINNER MIDDLE SCH,30.38%,,N,,158,48
sd,6530200,WOUNDED KNEE SCHOOL SYSTEM,0001,WOUNDED KNEE ELEM,77.92%,,Y,80.41%,141,110
sd,6300300,YANKTON SCHOOL DISTRICT 63-3,0003,BEADLE ELEM,23.35%,,N,,,
sd,6300300,YANKTON SCHOOL DISTRICT 63-3,0004,LINCOLN ELEM,22.37%,,N,,,
sd,6300300,YANKTON SCHOOL DISTRICT 63-3,0005,STEWART ELEM,19.17%,,N,,,
sd,6300300,YANKTON SCHOOL DISTRICT 63-3,0006,WEBSTER ELEM,38.95%,,N,,190,74
sd,6300300,YANKTON SCHOOL DISTRICT 63-3,0001,YANKTON HI SCH,14.78%,,N,,,
sd,6300300,YANKTON SCHOOL DISTRICT 63-3,0002,YANKTON JR HI,20.29%,,N,,,
